make,model,price,year,kilometer,fuel_type,transmission,location,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length,width,height,seating_capacity,fuel_tank_capacity,power_bhp,torque_nm
audi,a6 35 tdi matrix,1975000,2015,61000,diesel,automatic,delhi,white,second,individual,1968 cc,190 bhp @ 3800 rpm,400 nm @ 1750 rpm,fwd,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0
mercedes-benz,gle 250 d,4200000,2017,85000,diesel,automatic,ludhiana,black,first,individual,2143 cc,201 bhp @ 3800 rpm,500 nm @ 1600 rpm,awd,4819.0,2141.0,1796.0,5.0,93.0,201.0,500.0
mercedes-benz,c-class c 220d progressive [2018-2019],3500000,2019,55000,diesel,automatic,pune,black,second,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0
renault,kwid climber 1.0 [2017-2019],375000,2017,45000,petrol,manual,bhubaneswar,grey,unregistered car,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
mercedes-benz,gla 200 d sport,1825000,2016,58000,diesel,automatic,lucknow,white,first,individual,2143 cc,134 bhp @ 3600 rpm,300 nm @ 1600 rpm,fwd,4424.0,1804.0,1494.0,5.0,50.0,134.0,300.0
mahindra,thar lx 4-str hard top petrol at,1710000,2021,4400,petrol,automatic,mumbai,black,first,individual,1997 cc,150 bhp @ 5000 rpm,320 nm @ 1500 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,150.0,320.0
maruti suzuki,celerio vxi amt,375000,2014,35000,petrol,automatic,delhi,red,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0
maruti suzuki,alto 800 vxi,285000,2016,22346,petrol,manual,patna,white,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
mahindra,thar ax 6-str soft top petrol mt,1850000,2021,23280,petrol,manual,aurangabad,red,second,individual,1997 cc,150 bhp @ 5000 rpm,300 nm @ 1250 rpm,awd,3985.0,1820.0,1920.0,6.0,57.0,150.0,300.0
maruti suzuki,ertiga zdi,621000,2013,72000,diesel,manual,mumbai,blue,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4265.0,1695.0,1685.0,7.0,45.0,89.0,200.0
mitsubishi,pajero 2.5 at,1475000,2016,82000,diesel,automatic,mumbai,grey,first,individual,2477 cc,176 bhp @ 4000 rpm,350 nm @ 1800 rpm,rwd,4695.0,1815.0,1840.0,7.0,70.0,176.0,350.0
toyota,fortuner 3.0 4x2 at,1800000,2015,86000,diesel,automatic,ludhiana,white,second,individual,2982 cc,169 bhp @ 3600 rpm,360 nm @ 1400 rpm,rwd,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0
hyundai,grand i10 magna 1.2 kappa vtvt [2013-2016],399000,2018,38000,petrol,manual,kolkata,silver,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
hyundai,creta 1.6 sx plus special edition,890000,2015,138314,diesel,manual,hyderabad,white,first,individual,1582 cc,126 bhp @ 4000 rpm,265 nm @ 1900 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0
hyundai,verna fluidic 1.6 vtvt sx opt at,1325000,2021,9900,petrol,automatic,mumbai,blue,first,individual,1591 cc,121 bhp @ 6300 rpm,158 nm @ 4200 rpm,fwd,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0
mercedes-benz,c-class 220 cdi at,5300000,2022,12500,diesel,automatic,hyderabad,white,unregistered car,individual,2148 cc,170@3700,410@2000,rwd,4596.0,1770.0,1447.0,5.0,66.0,170.0,410.0
mercedes-benz,e-class e 220d expression [2019-2019],4775000,2018,51529,diesel,automatic,bangalore,white,first,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,5063.0,1860.0,1494.0,5.0,80.0,192.0,400.0
mahindra,quanto c4,249000,2013,60000,diesel,manual,kolkata,red,first,individual,1493 cc,100 bhp @ 3750 rpm,240 nm @ 1600 rpm,rwd,3985.0,1850.0,1880.0,7.0,55.0,100.0,240.0
maruti suzuki,celerio vxi (o) [2019-2020],509999,2019,48000,petrol,manual,hyderabad,white,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0
jeep,compass limited 2.0 diesel 4x4 [2017-2020],1450000,2018,90000,diesel,manual,guwahati,black,first,individual,1956 cc,171 bhp @ 3750 rpm,350 nm @ 1750 rpm,awd,4395.0,1818.0,1640.0,5.0,60.0,171.0,350.0
maruti suzuki,s-cross delta 1.6,640000,2017,63000,diesel,manual,delhi,grey,first,individual,1598 cc,118 bhp @ 3750 rpm,320 nm @ 1750 rpm,fwd,4300.0,1765.0,1590.0,5.0,48.0,118.0,320.0
maruti suzuki,celerio ldi [2015-2017],299000,2017,65822,diesel,manual,lucknow,silver,first,individual,793 cc,46 bhp @ 3500 rpm,125 nm @ 2000 rpm,fwd,3600.0,1600.0,1560.0,5.0,35.0,46.0,125.0
maruti suzuki,wagon r duo lxi lpg,195000,2009,102000,lpg,manual,nashik,white,first,individual,1061 cc,58@6000,77@4500,fwd,3520.0,1475.0,1660.0,5.0,35.0,58.0,77.0
mercedes-benz,s-class 350 cdi l,1495000,2011,72100,diesel,automatic,mumbai,red,second,individual,2987 cc,235 bhp @ 4000 rpm,490 nm @ 1800 rpm,rwd,5226.0,2120.0,1479.0,5.0,90.0,235.0,490.0
porsche,cayenne base,14900000,2021,7534,petrol,automatic,mumbai,blue,unregistered car,individual,2995 cc,335 bhp @ 5300 rpm,450 nm @ 1340 rpm,awd,4918.0,1983.0,1696.0,5.0,75.0,335.0,450.0
toyota,etios liva g,350000,2013,34000,petrol,manual,pune,black,first,individual,1197 cc,80 bhp @ 5600 rpm,104 nm @ 3100 rpm,fwd,3775.0,1695.0,1510.0,5.0,45.0,80.0,104.0
toyota,innova 2.4 vx 7 str [2016-2020],1421000,2017,75000,diesel,manual,varanasi,white,second,individual,2393 cc,148 bhp @ 3400 rpm,343 nm @ 1400 rpm,rwd,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0
honda,jazz v at petrol,595000,2017,99000,petrol,automatic,noida,brown,first,individual,1199 cc,89 bhp @ 6000 rpm,110 nm @ 4800 rpm,fwd,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0
maruti suzuki,swift dzire vdi,351000,2013,42000,diesel,manual,patna,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0
maruti suzuki,sx4 vxi,325000,2012,118000,petrol,manual,pune,white,first,individual,1586 cc,102@5500,145@4200,fwd,4490.0,1735.0,1560.0,5.0,50.0,102.0,145.0
mahindra,xuv500 w8 awd,975000,2017,78000,diesel,manual,mumbai,silver,first,individual,2179 cc,140 bhp @ 3750 rpm,330 nm @ 2800 rpm,awd,4585.0,1890.0,1785.0,7.0,70.0,140.0,330.0
maruti suzuki,ciaz delta hybrid 1.5 [2018-2020],825000,2019,44000,petrol,manual,delhi,white,first,individual,1462 cc,103 bhp @ 6000 rpm,138 nm @ 4400 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,103.0,138.0
tata,hexa xt 4x2 6 str,1050000,2017,88757,diesel,manual,indore,blue,second,individual,2179 cc,154 bhp @ 4000 rpm,400 nm @ 1700 rpm,rwd,4788.0,1903.0,1791.0,6.0,60.0,154.0,400.0
audi,q3 30 tdi premium fwd,1970000,2017,85000,diesel,automatic,chennai,blue,second,individual,1968 cc,150 bhp @ 3500 rpm,340 nm @ 1750 rpm,fwd,4385.0,1831.0,1608.0,5.0,64.0,150.0,340.0
bmw,2 series gran coupe 220d m sport [2020-2021],4100000,2020,12136,diesel,automatic,hyderabad,blue,first,corporate,1995 cc,188 bhp @ 4000 rpm,400 nm @ 1750 rpm,fwd,4526.0,1800.0,1420.0,5.0,50.0,188.0,400.0
maruti suzuki,alto vxi,385000,2019,2200,petrol,manual,mumbai,white,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
audi,a4 35 tdi premium sunroof,1525000,2015,49000,diesel,automatic,mohali,silver,first,individual,1968 cc,177 bhp @ 4200 rpm,380 nm @ 1750 rpm,fwd,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0
mercedes-benz,a-class sedan 200,4150000,2021,6000,petrol,automatic,delhi,white,first,individual,1332 cc,161 bhp @ 5500 rpm,250 nm @ 1620 rpm,fwd,4549.0,1796.0,1446.0,5.0,43.0,161.0,250.0
maruti suzuki,vitara brezza zdi plus,725000,2017,64000,diesel,manual,kolkata,gold,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
toyota,corolla altis 1.8 g,340000,2011,109000,petrol,manual,mumbai,white,second,individual,1794 cc,132@6000,170@4200,fwd,4540.0,1760.0,1480.0,5.0,55.0,132.0,170.0
maruti suzuki,baleno delta 1.2,650000,2018,32000,petrol,manual,delhi,blue,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
maruti suzuki,swift lxi (o) [2014-2017],570000,2019,13000,petrol,manual,delhi,silver,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0
toyota,innova 2.5 e,160000,2008,90000,diesel,manual,varanasi,white,fourth,individual,2494 cc,102@5600,200@3400,fwd,4555.0,1770.0,1755.0,8.0,55.0,102.0,200.0
mahindra,scorpio s5 2wd 7 str,1220000,2020,35000,diesel,manual,patna,white,first,individual,2179 cc,120 bhp @ 4000 rpm,280 nm @ 1800 rpm,rwd,4456.0,1820.0,1995.0,7.0,60.0,120.0,280.0
mahindra,xuv500 w4 1.99,800000,2017,112000,diesel,manual,muzaffurpur,silver,first,individual,1997 cc,138 bhp @ 3750 rpm,320 nm @ 1600 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,138.0,320.0
maruti suzuki,baleno zeta 1.2 at,660000,2017,40000,petrol,automatic,pune,blue,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
honda,wr-v vx mt petrol,575000,2017,53580,petrol,manual,kolkata,gold,first,individual,1199 cc,89 bhp @ 6000 rpm,110 nm @ 4800 rpm,fwd,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0
mahindra,quanto c8,240000,2013,51500,diesel,manual,kolkata,maroon,second,individual,1493 cc,100 bhp @ 3750 rpm,240 nm @ 1600 rpm,rwd,3985.0,1850.0,1880.0,7.0,55.0,100.0,240.0
honda,city v petrol,950000,2019,22000,petrol,manual,noida,white,first,individual,1497 cc,118 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,118.0,145.0
renault,kwid rxt [2015-2019],419000,2017,23700,petrol,manual,mysore,bronze,first,individual,799 cc,53 bhp @ 5678 rpm,72 nm @ 4386 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0
maruti suzuki,swift dzire vxi at,750000,2017,48069,petrol,automatic,hyderabad,white,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0
audi,a4 35 tdi premium plus,3400000,2019,48000,diesel,automatic,chandigarh,white,first,individual,1968 cc,188 bhp @ 4200 rpm,400 nm @ 1750 rpm,fwd,4726.0,1842.0,1427.0,5.0,54.0,188.0,400.0
skoda,octavia elegance 2.0 tdi at,1160000,2015,47981,diesel,automatic,mumbai,black,first,individual,1968 cc,141 bhp @ 4000 rpm,320 nm @ 1750 rpm,fwd,4659.0,1814.0,1476.0,5.0,50.0,141.0,320.0
hyundai,alcazar platinum 7 str 1.5 diesel,1750000,2021,26000,diesel,manual,zirakpur,white,first,individual,1493 cc,113 bhp @ 4000 rpm,250 nm @ 1500 rpm,fwd,4500.0,1790.0,1675.0,7.0,50.0,113.0,250.0
kia,seltos htk plus at 1.5 diesel [2020-2021],1575000,2020,63000,diesel,automatic,ahmedabad,white,first,individual,1493 cc,113 bhp @ 4000 rpm,250 nm @ 1500 rpm,fwd,4315.0,1800.0,1645.0,5.0,50.0,113.0,250.0
toyota,fortuner 2.8 4x2 at [2016-2020],2811000,2019,71500,diesel,automatic,delhi,white,second,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,rwd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
hyundai,grand i10 asta 1.2 kappa vtvt [2013-2016],475000,2016,16630,petrol,manual,mumbai,maroon,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
audi,a6 35 tdi matrix,4351000,2018,36000,diesel,automatic,pune,white,first,individual,1968 cc,190 bhp @ 3800 rpm,400 nm @ 1750 rpm,fwd,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0
honda,city vx petrol [2017-2019],850000,2017,47255,petrol,manual,ahmedabad,grey,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
mahindra,xuv500 w5 [2018-2020],1095000,2018,50000,diesel,manual,zirakpur,maroon,first,individual,2179 cc,153 bhp @ 3750 rpm,360 nm @ 1750 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0
bmw,5-series 530d m sport,7700000,2021,18703,diesel,automatic,chennai,white,first,individual,2993 cc,261 bhp @ 4000 rpm,620 nm @ 2000 rpm,rwd,4963.0,1868.0,1467.0,5.0,66.0,261.0,620.0
audi,a6 technology 45 tfsi,5800000,2021,7935,petrol,automatic,surat,brown,unregistered car,individual,1984 cc,241 bhp @ 5000 rpm,370 nm @ 1600 rpm,fwd,4939.0,1886.0,1457.0,5.0,73.0,241.0,370.0
hyundai,creta sx 1.5 petrol cvt [2020-2022],1925000,2022,9355,petrol,automatic,mumbai,white,first,individual,1497 cc,113 bhp @ 6300 rpm,144 nm @ 4500 rpm,fwd,4300.0,1790.0,1635.0,5.0,50.0,113.0,144.0
renault,kwid rxl [2015-2019],305000,2018,34800,petrol,manual,jamshedpur,red,first,individual,799 cc,53 bhp @ 5678 rpm,72 nm @ 4386 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0
nissan,terrano xl d plus,385000,2013,72000,diesel,manual,dehradun,grey,second,individual,1461 cc,84 bhp @ 3750 rpm,200 nm @ 1900 rpm,fwd,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0
skoda,rapid elegance 1.6 tdi cr mt,500000,2012,86288,diesel,manual,hyderabad,black,first,individual,1598 cc,103 bhp @ 4400 rpm,250 nm @ 1500 rpm,fwd,4386.0,1699.0,1466.0,5.0,55.0,103.0,250.0
honda,jazz v petrol,655000,2017,24003,petrol,manual,bangalore,brown,first,individual,1199 cc,89 bhp @ 6000 rpm,110 nm @ 4800 rpm,fwd,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0
tata,nexon xz plus diesel,925000,2017,28000,diesel,manual,bangalore,red,first,individual,1497 cc,108 bhp @ 3750 rpm,260 nm @ 1500 rpm,fwd,3994.0,1811.0,1607.0,5.0,44.0,108.0,260.0
hyundai,elite i20 asta 1.4 crdi,690000,2017,65000,diesel,manual,ahmedabad,white,first,individual,1396 cc,89 bhp @ 4000 rpm,220 nm @ 1500 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,89.0,220.0
mahindra,xuv500 w11,1500000,2019,75000,diesel,manual,kota,white,first,individual,2179 cc,153 bhp @ 3750 rpm,360 nm @ 1750 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0
maruti suzuki,ertiga zdi,625000,2015,45000,diesel,manual,gurgaon,grey,second,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4265.0,1695.0,1685.0,7.0,45.0,89.0,200.0
hyundai,verna 1.6 crdi sx (o),844999,2018,71000,diesel,manual,gurgaon,white,second,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1900 rpm,fwd,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0
honda,br-v v cvt petrol,745000,2018,54000,petrol,automatic,kolkata,silver,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4453.0,1735.0,1666.0,7.0,42.0,117.0,145.0
mahindra,tuv300 t6 plus amt,650000,2015,49776,diesel,automatic,mumbai,white,first,individual,1493 cc,84 bhp @ 3750 rpm,230 nm @ 1500 rpm,rwd,3995.0,1835.0,1839.0,7.0,60.0,84.0,230.0
maruti suzuki,vitara brezza vdi (o) [2016-2018],640000,2017,61000,diesel,manual,kanpur,maroon,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
volvo,v40 d3 r-design,2050000,2017,68000,diesel,automatic,mumbai,white,second,corporate,1984 cc,150 bhp @ 3500 rpm,350 nm @ 1500 rpm,fwd,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0
maruti suzuki,celerio vxi amt,395000,2014,47884,petrol,automatic,pune,red,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0
skoda,octavia 1.8 tsi style plus at [2017],1390000,2017,56000,petrol,automatic,navi mumbai,white,first,individual,1798 cc,177 bhp @ 5100 rpm,250 nm @ 1250 rpm,fwd,4670.0,1814.0,1476.0,5.0,50.0,177.0,250.0
honda,city 1.5 v mt,365000,2010,58424,petrol,manual,hyderabad,gold,first,individual,1497 cc,118@6600,146@4600,fwd,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0
hyundai,xcent s 1.1 crdi special edition,451000,2017,55000,diesel,manual,ahmedabad,white,first,individual,1120 cc,71 bhp @ 4000 rpm,180 nm @ 1750 rpm,fwd,3995.0,1660.0,1520.0,5.0,43.0,71.0,180.0
maruti suzuki,zen lx,130000,1996,100000,petrol + lpg,manual,coimbatore,white,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
toyota,innova 2.8 zx at 7 str [2016-2020],2150000,2017,45000,diesel,automatic,mumbai,grey,first,individual,2755 cc,172 bhp @ 3400 rpm,360 nm @ 1200 rpm,rwd,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0
maruti suzuki,ritz ldi bs-iv,195000,2011,75000,diesel,manual,kanpur,white,first,individual,1248 cc,75@4000,190@2000,fwd,3715.0,1680.0,1620.0,5.0,43.0,75.0,190.0
skoda,rapid 1.6 mpi active,880000,2018,47000,petrol,manual,coimbatore,white,first,individual,1598 cc,104 bhp @ 5250 rpm,153 nm @ 3800 rpm,fwd,4386.0,1699.0,1466.0,5.0,55.0,104.0,153.0
hyundai,verna fluidic 1.6 vtvt sx opt at,1180000,2019,38000,petrol,automatic,bangalore,white,first,individual,1591 cc,121 bhp @ 6300 rpm,158 nm @ 4200 rpm,fwd,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0
maruti suzuki,alto 800 lxi,285000,2016,17000,petrol,manual,lucknow,white,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
bmw,x5 xdrive 30d,7998999,2020,20000,diesel,automatic,kolkata,grey,first,individual,2993 cc,258 bhp @ 4000 rpm,560 nm @ 1500 rpm,awd,4886.0,1938.0,1762.0,7.0,50.0,258.0,560.0
hyundai,verna 1.6 crdi sx,925000,2018,925000,diesel,manual,karnal,white,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1900 rpm,fwd,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0
ford,aspire titanium1.5 tdci [2018-2020],675000,2019,35000,diesel,manual,bhopal,white,first,individual,1498 cc,99 bhp @ 3750 rpm,215 nm @ 1750 rpm,fwd,3995.0,1704.0,1525.0,5.0,40.0,99.0,215.0
mini,cooper d 5 door,2500000,2015,34303,diesel,automatic,bangalore,yellow,second,individual,1496 cc,114 bhp @ 4000 rpm,270 nm @ 1750 rpm,fwd,3982.0,1727.0,1425.0,5.0,44.0,114.0,270.0
audi,a6 35 tdi matrix,3675000,2019,34000,diesel,automatic,ghaziabad,black,first,individual,1968 cc,190 bhp @ 3800 rpm,400 nm @ 1750 rpm,fwd,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0
hyundai,alcazar signature (o) 7 seater 1.5 diesel at,2400000,2022,8000,diesel,automatic,hyderabad,white,first,individual,1493 cc,113 bhp @ 4000 rpm,250 nm @ 1500 rpm,fwd,4500.0,1790.0,1675.0,7.0,50.0,113.0,250.0
kia,seltos htk 1.5 diesel [2020-2021],1300000,2020,27000,diesel,manual,jaipur,silver,first,individual,1493 cc,113 bhp @ 4000 rpm,250 nm @ 1500 rpm,fwd,4315.0,1800.0,1645.0,5.0,50.0,113.0,250.0
hyundai,grand i10 nios sportz amt 1.2 kappa vtvt,825000,2021,6600,petrol,automatic,hyderabad,blue,first,individual,1197 cc,82 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3805.0,1680.0,1520.0,5.0,37.0,82.0,114.0
toyota,innova 2.5 gx bs iv 8 str,899000,2015,125000,diesel,manual,mumbai,silver,third,individual,2494 cc,101 bhp @ 3600 rpm,200 nm @ 1200 rpm,rwd,4585.0,1765.0,1760.0,8.0,55.0,101.0,200.0
maruti suzuki,alto 800 vxi,409999,2021,13424,petrol,manual,ranga reddy,silver,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3445.0,1515.0,1475.0,5.0,35.0,47.0,69.0
maruti suzuki,alto 800 lxi cng,289000,2015,78000,cng,manual,mumbai,white,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
maruti suzuki,alto lxi,280000,2011,69276,petrol,manual,hyderabad,gold,first,individual,998 cc,67 bhp @ 6200 rpm,90 nm @ 3500 rpm,fwd,3620.0,1475.0,1460.0,5.0,35.0,67.0,90.0
hyundai,verna sx (o) 1.6 crdi,811999,2017,31000,diesel,manual,kolkata,white,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1500 rpm,fwd,4440.0,1729.0,1475.0,5.0,45.0,126.0,260.0
bmw,5-series 530d m sport [2017-2019],5400000,2017,33000,diesel,automatic,bangalore,white,second,individual,2993 cc,261 bhp @ 4000 rpm,620 nm @ 2000 rpm,rwd,4936.0,1868.0,1479.0,4.0,78.0,261.0,620.0
maruti suzuki,wagon r lxi,220000,2012,54000,petrol,manual,agra,brown,first,individual,998 cc,68@6200,90@3500,fwd,3539.0,1475.0,1700.0,5.0,35.0,68.0,90.0
volkswagen,polo highline1.5l (d),625000,2014,54000,diesel,manual,bangalore,grey,first,individual,1498 cc,89 bhp @ 4200 rpm,230 nm @ 1500 rpm,fwd,3971.0,1682.0,1469.0,5.0,45.0,89.0,230.0
maruti suzuki,vitara brezza zdi,725000,2017,75000,diesel,manual,ambala cantt,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
bmw,x3 20d m sport,4195000,2017,63651,diesel,automatic,bangalore,white,first,individual,1995 cc,190 bhp @ 4000 rpm,400 nm @ 1750 rpm,awd,4657.0,1881.0,1678.0,5.0,67.0,190.0,400.0
audi,q3 35 tdi premium plus + sunroof,1450000,2014,71796,diesel,automatic,bangalore,blue,third,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0
nissan,terrano xe (d),425000,2014,74000,diesel,manual,gurgaon,silver,second,individual,1461 cc,84 bhp @ 3750 rpm,200 nm @ 1900 rpm,fwd,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0
hyundai,eon sportz,250000,2013,82461,petrol,manual,hyderabad,red,first,individual,814 cc,55 bhp @ 5500 rpm,75 nm @ 4000 rpm,fwd,3495.0,1550.0,1500.0,5.0,32.0,55.0,75.0
maruti suzuki,dzire vdi,800000,2018,66000,diesel,manual,pune,gold,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1735.0,1515.0,5.0,37.0,74.0,190.0
mahindra,scorpio s10,875000,2015,87000,diesel,manual,varanasi,white,first,individual,2179 cc,120 bhp @ 4000 rpm,280 nm @ 1800 rpm,rwd,4456.0,1820.0,1995.0,8.0,60.0,120.0,280.0
mercedes-benz,gla 200 d sport,2275000,2016,61109,diesel,automatic,bangalore,brown,second,individual,2143 cc,134 bhp @ 3600 rpm,300 nm @ 1600 rpm,fwd,4424.0,1804.0,1494.0,5.0,50.0,134.0,300.0
tata,tiago nrg petrol,525000,2019,32000,petrol,manual,noida,bronze,first,individual,1199 cc,84 bhp @ 6000 rpm,114 nm @ 3500 rpm,fwd,3793.0,1665.0,1587.0,5.0,35.0,84.0,114.0
mercedes-benz,s-class s 450,20000000,2021,6600,petrol,automatic,delhi,white,first,individual,2996 cc,362 bhp @ 5250 rpm,500 nm @ 1800 rpm,rwd,5246.0,1899.0,1494.0,5.0,80.0,362.0,500.0
mahindra,thar lx 4-str hard top petrol mt,1520000,2021,14000,petrol,manual,delhi,brown,first,individual,1997 cc,150 bhp @ 5000 rpm,300 nm @ 1250 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,150.0,300.0
hyundai,i10 magna,170000,2009,135797,petrol,manual,lucknow,silver,second,individual,1086 cc,67@5500,99@2800,fwd,3565.0,1595.0,1550.0,5.0,35.0,67.0,99.0
ford,endeavour titanium plus 3.2 4x4 at,3300000,2019,42475,diesel,automatic,pune,silver,first,individual,3198 cc,197 bhp @ 3000 rpm,470 nm @ 1750 rpm,awd,4903.0,1869.0,1837.0,7.0,80.0,197.0,470.0
maruti suzuki,celerio zxi amt [2017-2019],575000,2018,27239,petrol,automatic,bangalore,orange,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0
chevrolet,spark ls 1.0 bs-iii,190000,2013,66000,petrol,manual,lucknow,white,first,individual,995 cc,62 bhp @ 5400 rpm,90 nm @ 4200 rpm,fwd,3495.0,1495.0,1518.0,5.0,38.0,62.0,90.0
hyundai,grand i10 nios sportz 1.2 kappa vtvt,755000,2022,2272,petrol,manual,hyderabad,white,first,individual,1197 cc,82 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3805.0,1680.0,1520.0,5.0,37.0,82.0,114.0
honda,cr-v 2.0l 2wd at,1130000,2015,50000,petrol,automatic,mumbai,brown,first,individual,1997 cc,154 bhp @ 6500 rpm,190 nm @ 4300 rpm,fwd,4545.0,1820.0,1685.0,5.0,58.0,154.0,190.0
