name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mileage_value,mileage_unit,engine_cc,power_bhp
hyundai santro xing xo,2005,99000,89500,petrol,individual,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti wagon r vxi,2005,98000,70000,petrol,individual,manual,second owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
tata indica vista aqua 1.4 tdi,2009,100000,190000,diesel,individual,manual,first owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,17.0,kmpl,1405.0,71.0
mahindra verito vibe 1.5 dci d4,2013,250000,180000,diesel,individual,manual,first owner,20.8 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5.0,20.8,kmpl,1461.0,64.1
toyota fortuner 3.0 diesel,2010,750000,150000,diesel,individual,manual,second owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0,11.5,kmpl,2982.0,171.0
chevrolet optra magnum 2.0 ls,2007,160000,130000,diesel,individual,manual,second owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0,16.52,kmpl,1991.0,123.7
hyundai verna 1.6 crdi ex at,2013,509999,120000,diesel,individual,automatic,second owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,22.32,kmpl,1582.0,126.3
tata indica v2 dl,2009,95000,80000,diesel,individual,manual,second owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,17.88,kmpl,1396.0,52.8
hyundai verna 1.6 sx crdi (o),2014,525000,80000,diesel,individual,manual,second owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,22.32,kmpl,1582.0,126.32
datsun redigo 1.0 t option,2017,278000,20000,petrol,individual,manual,first owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,22.5,kmpl,999.0,67.0
maruti 800 ac,1997,50000,60000,petrol,individual,manual,second owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
volkswagen polo diesel highline 1.2l,2011,254999,120000,diesel,individual,manual,third owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,22.07,kmpl,1199.0,73.9
maruti s-cross 2017-2020 zeta ddis 200 sh,2018,950000,51000,diesel,individual,manual,first owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,25.1,kmpl,1248.0,88.5
honda city 2017-2020 gxi,2007,229999,60000,petrol,individual,manual,third owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,17.7,kmpl,1497.0,78.0
toyota innova 2.5 g4 diesel 8-seater,2009,600000,220000,diesel,individual,manual,first owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,kmpl,2494.0,102.0
maruti alto 800 vxi optional,2017,330000,20000,petrol,individual,manual,first owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,kmpl,796.0,47.3
maruti alto k10 vxi,2017,350000,40000,petrol,individual,manual,first owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
volkswagen polo 1.2 mpi comfortline,2016,560000,35000,petrol,individual,manual,first owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0,16.2,kmpl,1199.0,74.0
maruti wagon r vxi bs iv,2017,440000,30000,petrol,individual,manual,first owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.04
maruti a-star vxi,2011,220000,90000,petrol,individual,manual,second owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,19.0,kmpl,998.0,66.1
maruti swift dzire zdi,2017,750000,110000,diesel,individual,manual,second owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
mahindra xuv500 w6 2wd,2015,800000,140000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
tata indica v2 dlx,2007,59259,104000,diesel,individual,manual,second owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,17.2,kmpl,1396.0,53.5
mahindra thar di 4x4 ps,2015,750000,16000,diesel,individual,manual,first owner,18.06 kmpl,2523 CC,63 bhp,182.5Nm@ 1500-1800rpm,7.0,18.06,kmpl,2523.0,63.0
maruti baleno rs 1.0 petrol,2019,780000,7200,petrol,individual,manual,first owner,21.1 kmpl,998 CC,100.5 bhp,150Nm@ 1700-4500rpm,5.0,21.1,kmpl,998.0,100.5
volkswagen polo diesel comfortline 1.2l,2011,320000,77000,diesel,individual,manual,second owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,22.07,kmpl,1199.0,73.9
mahindra kuv 100 d75 k8 dual tone,2017,690000,40000,diesel,individual,manual,first owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,kmpl,1198.0,77.0
maruti swift dzire zdi,2012,375000,70000,diesel,individual,manual,second owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
ford figo 1.2p sports edition mt,2017,620000,50000,petrol,individual,manual,first owner,18.12 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,18.12,kmpl,1196.0,86.8
hyundai santro xing gl plus lpg,2015,300000,85000,lpg,individual,manual,first owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,13.45,km/kg,1086.0,62.1
maruti eeco 7 seater standard bsiv,2016,370000,58000,petrol,individual,manual,second owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,15.37,kmpl,1196.0,73.0
mahindra thar 4x4,2013,770000,85000,diesel,individual,manual,first owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7.0,16.55,kmpl,2498.0,105.0
hyundai xcent 1.2 kappa s option,2014,500000,65000,petrol,individual,manual,first owner,19.1 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,19.1,kmpl,1197.0,81.86
mahindra kuv 100 mfalcon d75 k2,2017,450000,120000,diesel,individual,manual,first owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,kmpl,1198.0,77.0
hyundai santro xing gl plus,2013,195000,50000,petrol,individual,manual,second owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,17.92,kmpl,1086.0,62.1
maruti wagon r amt vxi option,2018,472000,30000,petrol,individual,automatic,first owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.0
maruti alto k10 vxi,2014,250000,58000,petrol,individual,manual,second owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
chevrolet beat diesel,2011,165000,70000,diesel,individual,manual,second owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,kmpl,936.0,57.6
tata zest quadrajet 1.3 xt,2018,525000,110000,diesel,individual,manual,second owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5.0,20.65,kmpl,1248.0,88.7
maruti wagon r lxi,2003,145000,65000,petrol,individual,manual,third owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
tata indica vista quadrajet 90 vx,2013,325000,100000,diesel,individual,manual,first owner,22.3 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,22.3,kmpl,1248.0,88.8
mahindra bolero power plus zlx,2017,660000,60000,diesel,individual,manual,second owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,kmpl,1493.0,70.0
ford classic 1.4 duratorq clxi,2014,310000,90000,diesel,individual,manual,second owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,19.68,kmpl,1399.0,67.0
mahindra bolero slx 4wd bsiii,2008,250000,200000,diesel,individual,manual,first owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,kmpl,2523.0,63.0
ford classic 1.4 duratorq clxi,2014,330000,100000,diesel,individual,manual,second owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,19.68,kmpl,1399.0,67.0
ford figo diesel titanium,2012,250000,80000,diesel,individual,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
mahindra nuvosport n8 amt,2017,650000,60000,diesel,individual,automatic,first owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,17.45,kmpl,1493.0,100.0
maruti alto k10 vxi,2016,305000,40000,petrol,individual,manual,first owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
maruti ciaz vdi plus,2015,600000,50000,diesel,individual,manual,first owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,26.21,kmpl,1248.0,88.5
maruti wagon r lxi optional,2015,280000,110000,petrol,individual,manual,first owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.04
tata indigo cr4,2011,153000,50000,diesel,individual,manual,second owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0,23.57,kmpl,1396.0,70.0
mahindra tuv 300 mhawk100 t8,2018,700000,30000,diesel,individual,manual,first owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,18.49,kmpl,1493.0,100.0
renault kwid rxl,2017,325000,40000,petrol,individual,manual,first owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,kmpl,799.0,53.3
maruti 800 ac,2006,155000,70000,petrol,individual,manual,second owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
maruti alto k10 2010-2014 vxi,2012,235000,80000,petrol,individual,manual,third owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
tata indica dls,2005,60000,100000,diesel,individual,manual,fourth & above owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti swift vxi optional,2016,500000,15000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
mahindra bolero di,2004,120000,150000,diesel,individual,manual,second owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,kmpl,2523.0,63.0
maruti estilo lxi,2009,155000,63000,petrol,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
skoda rapid 1.5 tdi at style plus,2016,675000,88000,diesel,dealer,automatic,first owner,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0,21.66,kmpl,1498.0,103.52
toyota innova 2.5 z diesel 7 seater bs iv,2014,950000,80000,diesel,dealer,manual,first owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,12.99,kmpl,2494.0,100.6
mahindra xuv500 w5 bsiv,2018,1051000,59865,diesel,dealer,manual,first owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,15.1,kmpl,2179.0,152.87
volkswagen polo 2015-2019 gt 1.5 tdi,2016,591000,60000,diesel,dealer,manual,first owner,21.49 kmpl,1498 CC,108.5 bhp,250nm@ 1500-3000rpm,5.0,21.49,kmpl,1498.0,108.5
hyundai i20 asta 1.4 crdi,2015,585000,72000,diesel,dealer,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
honda city i-vtec cvt zx,2017,1025000,68140,petrol,dealer,automatic,first owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0,18.0,kmpl,1497.0,117.6
maruti swift vdi,2014,450000,53190,diesel,dealer,manual,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
hyundai i20 2015-2017 sportz 1.4 crdi,2014,484999,70100,diesel,dealer,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
honda jazz 1.5 s i dtec,2018,650000,47725,diesel,dealer,manual,first owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,27.3,kmpl,1498.0,98.6
maruti swift dzire vdi,2014,434999,70195,diesel,dealer,manual,second owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
ford figo diesel exi,2011,195000,77395,diesel,dealer,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
mahindra marazzo m2 8str bsiv,2019,1000000,17000,diesel,dealer,manual,first owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0,17.3,kmpl,1497.0,121.0
hyundai elantra crdi sx option at,2013,650000,64000,diesel,dealer,automatic,first owner,14.62 kmpl,1498 CC,113.42 bhp,250nm@ 1500-2750rpm,5.0,14.62,kmpl,1498.0,113.42
chevrolet beat diesel ls,2014,190000,74321,diesel,dealer,manual,first owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,25.44,kmpl,936.0,56.3
maruti swift dzire zdi,2013,409999,80235,diesel,dealer,manual,second owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
hyundai creta 1.6 crdi at sx plus,2016,1050000,77150,diesel,dealer,automatic,first owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,17.01,kmpl,1582.0,126.2
volkswagen vento 1.5 tdi highline plus at,2015,651000,69000,diesel,dealer,automatic,first owner,22.15 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0,22.15,kmpl,1498.0,108.6
maruti sx4 s cross 2015-2017 ddis 200 alpha,2015,650000,57000,diesel,dealer,manual,first owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,23.65,kmpl,1248.0,88.5
skoda rapid 1.5 tdi ambition plus,2017,750000,89000,diesel,dealer,manual,first owner,21.14 kmpl,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,21.14,kmpl,1498.0,103.6
volkswagen passat highline dsg s (spl. edition),2012,799000,61100,diesel,dealer,automatic,first owner,14.3 kmpl,1968 CC,140 bhp,"36.6@ 1,750-2,500(kgm@ rpm)",5.0,14.3,kmpl,1968.0,140.0
skoda octavia ambiente 1.9 tdi,2010,355000,116000,diesel,individual,manual,first owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5.0,18.7,kmpl,1896.0,66.0
hyundai verna 1.6 crdi s option,2015,600000,80000,diesel,individual,manual,first owner,23.9 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,23.9,kmpl,1582.0,126.32
maruti swift vdi,2018,685000,26000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
maruti swift ldi,2018,509999,100000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
maruti alto green lxi (cng),2012,150000,82300,cng,individual,manual,second owner,26.83 km/kg,796 CC,38.4 bhp,62Nm@ 3000rpm,5.0,26.83,km/kg,796.0,38.4
maruti swift dzire vdi bsiv,2017,650000,82050,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
toyota etios vd,2012,400000,74500,diesel,individual,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
mahindra xuv500 w8 4wd,2012,675000,120000,diesel,individual,manual,second owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
renault kwid amt,2018,319000,30000,petrol,individual,automatic,first owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,24.04,kmpl,999.0,67.0
honda amaze s petrol bsiv,2019,640000,6000,petrol,individual,manual,first owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,19.5,kmpl,1199.0,88.76
hyundai i20 1.2 asta,2017,650000,30000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
maruti ertiga vdi,2015,650000,70000,diesel,individual,manual,first owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,kmpl,1248.0,88.76
maruti alto green lxi (cng),2010,155000,70000,cng,individual,manual,second owner,26.83 km/kg,796 CC,38.4 bhp,62Nm@ 3000rpm,5.0,26.83,km/kg,796.0,38.4
maruti swift ldi bsiii,2008,175000,120000,diesel,individual,manual,first owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,kmpl,1248.0,75.0
hyundai grand i10 crdi sportz edition,2014,375000,76000,diesel,individual,manual,third owner,24.0 kmpl,1120 CC,70 bhp,159.8Nm@ 1500-2750rpm,5.0,24.0,kmpl,1120.0,70.0
hyundai grand i10 crdi asta,2014,430000,80000,diesel,individual,manual,second owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,24.0,kmpl,1120.0,70.0
tata indica v2 dls,2008,65000,110000,diesel,individual,manual,second owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,17.2,kmpl,1396.0,53.5
hyundai accent gls,2009,150000,70000,petrol,individual,manual,third owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,13.2,kmpl,1495.0,94.0
hyundai i20 active s petrol,2019,620000,13000,petrol,individual,manual,first owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,17.19,kmpl,1197.0,81.86
ford classic 1.6 duratec clxi,2013,250000,60000,petrol,individual,manual,second owner,14.09 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5.0,14.09,kmpl,1596.0,99.6
maruti ritz vdi,2011,275000,165000,diesel,individual,manual,first owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,21.1,kmpl,1248.0,73.9
chevrolet tavera neo 3 ls 10 seats bsiii,2013,454000,120000,diesel,individual,manual,second owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,13.58,kmpl,2499.0,72.4
mahindra tuv 300 t4,2017,600000,30000,diesel,individual,manual,second owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,18.49,kmpl,1493.0,100.0
volkswagen vento diesel comfortline,2011,400000,100000,diesel,individual,manual,second owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,20.54,kmpl,1598.0,103.6
mahindra renault logan 1.5 dle diesel,2007,180000,187000,diesel,individual,manual,second owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5.0,19.2,kmpl,1461.0,65.0
maruti vitara brezza vdi,2016,750000,70000,diesel,individual,manual,first owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,kmpl,1248.0,88.5
maruti swift vxi optional,2016,500000,40000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
honda mobilio rs option i dtec,2015,1000000,46000,diesel,individual,manual,first owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,24.5,kmpl,1498.0,98.6
maruti baleno alpha 1.3,2017,740000,24400,diesel,individual,manual,first owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,27.39,kmpl,1248.0,74.0
volkswagen vento 1.5 tdi highline plus at bsiv,2018,1290000,29899,diesel,dealer,automatic,first owner,22.15 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0,22.15,kmpl,1498.0,108.6
hyundai grand i10 nios sportz,2020,775000,2000,petrol,dealer,manual,first owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,20.7,kmpl,1197.0,81.86
renault lodgy 85ps rxl,2017,695000,34000,diesel,dealer,manual,first owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,21.04,kmpl,1461.0,83.8
hyundai elite i20 asta option cvt bsiv,2018,730000,31000,petrol,dealer,automatic,first owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,17.4,kmpl,1197.0,81.86
chevrolet trailblazer ltz 4x2 at,2016,1295000,46000,diesel,dealer,automatic,second owner,11.45 kmpl,2776 CC,197.2 bhp,500Nm@ 2000rpm,7.0,11.45,kmpl,2776.0,197.2
isuzu mu 7 at premium,2016,1160000,121000,diesel,dealer,automatic,first owner,12.08 kmpl,2999 CC,161 bhp,333Nm@ 1600-3200rpm,7.0,12.08,kmpl,2999.0,161.0
mercedes-benz glc 220d 4matic,2017,3300000,60000,diesel,dealer,automatic,first owner,0.0 kmpl,1950 CC,194 bhp,400nm@ 2800rpm,5.0,0.0,kmpl,1950.0,194.0
maruti celerio zxi optional amt bsiv,2016,434999,10000,petrol,dealer,automatic,first owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,kmpl,998.0,67.04
mercedes-benz gl-class 220d 4matic sport,2018,4600000,6000,diesel,dealer,automatic,first owner,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0,17.9,kmpl,2143.0,170.0
hyundai creta 1.6 crdi sx,2015,850000,59235,diesel,dealer,manual,first owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,kmpl,1582.0,126.2
bmw x4 m sport x xdrive20d,2019,5800000,21000,diesel,dealer,automatic,first owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,16.78,kmpl,1995.0,190.0
honda amaze s i-dtech,2014,520000,48000,diesel,individual,manual,first owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,kmpl,1498.0,98.6
mahindra xylo d4,2018,650000,114000,diesel,individual,manual,first owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0,14.95,kmpl,2489.0,93.7
maruti swift dzire ldi,2011,430000,120000,diesel,individual,manual,second owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
hyundai i20 magna optional 1.4 crdi,2013,360000,144000,diesel,individual,manual,first owner,21.9 kmpl,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5.0,21.9,kmpl,1396.0,88.8
hyundai i20 magna optional 1.4 crdi,2013,350000,144000,diesel,individual,manual,first owner,21.9 kmpl,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5.0,21.9,kmpl,1396.0,88.8
maruti vitara brezza zdi plus dual tone,2016,791000,190000,diesel,individual,manual,first owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,kmpl,1248.0,88.5
toyota innova 2.5 g (diesel) 7 seater,2015,950000,190000,diesel,individual,manual,second owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,12.99,kmpl,2494.0,100.6
maruti swift vdi,2019,690000,20000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
hyundai verna crdi 1.6 ex,2017,860000,40000,diesel,individual,manual,second owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5.0,22.0,kmpl,1582.0,126.2
maruti swift dzire vdi bsiv,2012,371000,100000,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
tata indica v2 dlx tc,2008,45000,60000,diesel,individual,manual,second owner,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5.0,16.8,kmpl,1405.0,68.0
ford fiesta 1.4 zxi tdci limited edition,2006,55000,201000,diesel,individual,manual,first owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,17.8,kmpl,1399.0,68.0
volkswagen vento diesel highline,2011,240000,110000,diesel,individual,manual,first owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,20.54,kmpl,1598.0,103.6
maruti swift vdi bsiv,2014,495000,77215,diesel,individual,manual,second owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,kmpl,1248.0,74.0
maruti swift 1.3 lxi,2005,170000,50000,petrol,individual,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
honda jazz 1.2 s i vtec,2015,671000,48228,petrol,dealer,manual,first owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,18.7,kmpl,1199.0,88.7
maruti swift vdi optional,2017,693000,58559,diesel,dealer,manual,first owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,kmpl,1248.0,74.0
maruti swift vdi bsiv,2010,352000,72179,diesel,dealer,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
honda city i dtec sv,2016,802999,50856,diesel,dealer,manual,first owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
honda city i vtec vx,2017,890000,18300,petrol,individual,manual,first owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,17.8,kmpl,1497.0,117.3
maruti swift ldi,2015,495000,59292,diesel,dealer,manual,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
maruti celerio zxi optional amt bsiv,2018,545000,10000,petrol,dealer,automatic,first owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,kmpl,998.0,67.04
maruti baleno zeta automatic,2018,775000,21147,petrol,dealer,automatic,first owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,kmpl,1197.0,83.1
honda city i-dtec zx,2017,925000,69000,diesel,dealer,manual,first owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,25.6,kmpl,1498.0,97.9
